date,measure,value
2021-06-25,deaths_avg7_pc,9.462417009864034e-4
2021-06-26,cases,33401584
2021-06-26,cases_avg7_pc,0.03585840116320452
2021-06-26,deaths,600783
2021-06-26,deaths_avg7_pc,9.271782234940032e-4
2021-06-27,cases,33405624
2021-06-27,cases_avg7_pc,0.03586749964109862
2021-06-27,deaths,600879
2021-06-27,deaths_avg7_pc,9.302110494587032e-4
2021-06-28,cases,33421099
2021-06-28,cases_avg7_pc,0.03573925442887703
2021-06-28,deaths,601038
2021-06-28,deaths_avg7_pc,8.743203995378031e-4
2021-06-29,cases,33436793
2021-06-29,cases_avg7_pc,0.03703383785495183
2021-06-29,deaths,601417
2021-06-29,deaths_avg7_pc,8.526573569328031e-4
2021-06-30,cases,33452756
2021-06-30,cases_avg7_pc,0.03787306412546953
2021-06-30,deaths,601738
2021-06-30,deaths_avg7_pc,8.192962713211029e-4
2021-07-01,cases,33517637
2021-07-01,cases_avg7_pc,0.0596283912919669
2021-07-01,deaths,601985
2021-07-01,deaths_avg7_pc,7.729373601464027e-4
2021-07-02,cases,33538018
2021-07-02,cases_avg7_pc,0.06203732162964291
2021-07-02,deaths,602250
2021-07-02,deaths_avg7_pc,6.897512765432025e-4
2021-07-03,cases,33541942
2021-07-03,cases_avg7_pc,0.06081162667905202
2021-07-03,deaths,602334
2021-07-03,deaths_avg7_pc,6.719875816071023e-4
2021-07-04,cases,33544808
2021-07-04,cases_avg7_pc,0.06030297843868661
2021-07-04,deaths,602371
2021-07-04,deaths_avg7_pc,6.464251913332022e-4
2021-07-05,cases,33549328
2021-07-05,cases_avg7_pc,0.0555566058039311
2021-07-05,deaths,602412
2021-07-05,deaths_avg7_pc,5.95300410785402e-4
2021-07-06,cases,33576232
2021-07-06,cases_avg7_pc,0.0604134599559721
2021-07-06,deaths,602729
2021-07-06,deaths_avg7_pc,5.684382379552021e-4
2021-07-07,cases,33606402
2021-07-07,cases_avg7_pc,0.06656879688175683
2021-07-07,deaths,603049
2021-07-07,deaths_avg7_pc,5.68004977103102e-4
2021-07-08,cases,33655598
2021-07-08,cases_avg7_pc,0.05977310041656831
2021-07-08,deaths,603414
2021-07-08,deaths_avg7_pc,6.191297576509021e-4
2021-07-09,cases,33690813
2021-07-09,cases_avg7_pc,0.06620009189661973
2021-07-09,deaths,603820
2021-07-09,deaths_avg7_pc,6.802195377970023e-4
2021-07-10,cases,33698460
2021-07-10,cases_avg7_pc,0.06781312204898803
2021-07-10,deaths,603907
2021-07-10,deaths_avg7_pc,6.815193203533024e-4
2021-07-11,cases,33703917
2021-07-11,cases_avg7_pc,0.06893570091677913
2021-07-11,deaths,603937
2021-07-11,deaths_avg7_pc,6.784864943886024e-4
2021-07-12,cases,33739110
2021-07-12,cases_avg7_pc,0.0822251110332425
2021-07-12,deaths,604209
2021-07-12,deaths_avg7_pc,7.785697512237027e-4
2021-07-13,cases,33781970
2021-07-13,cases_avg7_pc,0.08913822118935012
2021-07-13,deaths,604640
2021-07-13,deaths_avg7_pc,8.279614883631029e-4
2021-07-14,cases,33819930
2021-07-14,cases_avg7_pc,0.09251332322720912
2021-07-14,deaths,605033
2021-07-14,deaths_avg7_pc,8.59589530566403e-4
2021-07-15,cases,33855805
2021-07-15,cases_avg7_pc,0.086741855416385
2021-07-15,deaths,605367
2021-07-15,deaths_avg7_pc,8.461584441513029e-4
2021-07-16,cases,33907841
2021-07-16,cases_avg7_pc,0.09402973620955912
2021-07-16,deaths,605723
2021-07-16,deaths_avg7_pc,8.244954015463029e-4
2021-07-17,cases,33920087
2021-07-17,cases_avg7_pc,0.09602230286836703
2021-07-17,deaths,605806
2021-07-17,deaths_avg7_pc,8.227623581379028e-4
2021-07-18,cases,33928929
2021-07-18,cases_avg7_pc,0.09748889085272552
2021-07-18,deaths,605842
2021-07-18,deaths_avg7_pc,8.253619232505029e-4
2021-07-19,cases,33987805
2021-07-19,cases_avg7_pc,0.10774980761300988
2021-07-19,deaths,606072
2021-07-19,deaths_avg7_pc,8.07164967462303e-4
2021-07-20,cases,34049691
2021-07-20,cases_avg7_pc,0.11599302858506452
2021-07-20,deaths,606371
2021-07-20,deaths_avg7_pc,7.499745349851026e-4
2021-07-21,cases,34109658
2021-07-21,cases_avg7_pc,0.12552780015722922
2021-07-21,deaths,606765
2021-07-21,deaths_avg7_pc,7.504077958372026e-4
2021-07-22,cases,34174897
2021-07-22,cases_avg7_pc,0.13825007181829368
2021-07-22,deaths,607123
2021-07-22,deaths_avg7_pc,7.608060562876027e-4
2021-07-23,cases,34256904
2021-07-23,cases_avg7_pc,0.15123533281658283
2021-07-23,deaths,607565
2021-07-23,deaths_avg7_pc,7.980664895682029e-4
2021-07-24,cases,34278127
2021-07-24,cases_avg7_pc,0.15512471548588455
2021-07-24,deaths,607666
2021-07-24,deaths_avg7_pc,8.058651849060028e-4
2021-07-25,cases,34291551
2021-07-25,cases_avg7_pc,0.15710991671020674
2021-07-25,deaths,607714
2021-07-25,deaths_avg7_pc,8.110643151312028e-4
2021-07-26,cases,34384264
2021-07-26,cases_avg7_pc,0.1717701641627145
2021-07-26,deaths,607973
2021-07-26,deaths_avg7_pc,8.236288798421028e-4
2021-07-27,cases,34490953
2021-07-27,cases_avg7_pc,0.19118155011935087
2021-07-27,deaths,608456
2021-07-27,deaths_avg7_pc,9.033488766285032e-4
2021-07-28,cases,34575736
2021-07-28,cases_avg7_pc,0.20193335142506452
2021-07-28,deaths,608956
2021-07-28,deaths_avg7_pc,9.492745269511034e-4
2021-07-29,cases,34673431
2021-07-29,cases_avg7_pc,0.21599526564082216
2021-07-29,deaths,609345
2021-07-29,deaths_avg7_pc,9.627056133662032e-4
2021-07-30,cases,34795550
2021-07-30,cases_avg7_pc,0.2333742249402574
2021-07-30,deaths,610015
2021-07-30,deaths_avg7_pc,0.001061489087645
2021-07-31,cases,34824512
2021-07-31,cases_avg7_pc,0.23672723067465937
2021-07-31,deaths,610157
2021-07-31,deaths_avg7_pc,0.0010792527825811
2021-08-01,cases,34846637
2021-08-01,cases_avg7_pc,0.24049703334878145
2021-08-01,deaths,610220
2021-08-01,deaths_avg7_pc,0.0010857516953626
2021-08-02,cases,34982002
2021-08-02,cases_avg7_pc,0.2589764752125507
2021-08-02,deaths,610676
2021-08-02,deaths_avg7_pc,0.0011711040832263
2021-08-03,cases,35132081
2021-08-03,cases_avg7_pc,0.2777756635851698
2021-08-03,deaths,611339
2021-08-03,deaths_avg7_pc,0.0012490910366043
2021-08-04,cases,35243989
2021-08-04,cases_avg7_pc,0.28952786419838233
2021-08-04,deaths,612060
2021-08-04,deaths_avg7_pc,0.0013448416849184
2021-08-05,cases,35369610
2021-08-05,cases_avg7_pc,0.3016271067541269
2021-08-05,deaths,612628
2021-08-05,deaths_avg7_pc,0.0014223953774443
2021-08-06,cases,35536869
2021-08-06,cases_avg7_pc,0.32118450161792106
2021-08-06,deaths,613473
2021-08-06,deaths_avg7_pc,0.0014982160265618
2021-08-07,cases,35578511
2021-08-07,cases_avg7_pc,0.326678249222549
2021-08-07,deaths,613673
2021-08-07,deaths_avg7_pc,0.0015233451559836
2021-08-08,cases,35613687
2021-08-08,cases_avg7_pc,0.3323327366033062
2021-08-08,deaths,613799
2021-08-08,deaths_avg7_pc,0.0015506405896659
2021-08-09,cases,35791469
2021-08-09,cases_avg7_pc,0.3507103621668319
2021-08-09,deaths,614517
2021-08-09,deaths_avg7_pc,0.0016641549329161
2021-08-10,cases,35953103
2021-08-10,cases_avg7_pc,0.35571669131284744
2021-08-10,deaths,615556
2021-08-10,deaths_avg7_pc,0.0018270610133057
2021-08-11,cases,36108065
2021-08-11,cases_avg7_pc,0.3743703040391609
2021-08-11,deaths,615888
2021-08-11,deaths_avg7_pc,0.0016585225418388
2021-08-12,cases,36245462
2021-08-12,cases_avg7_pc,0.3794723838334905
2021-08-12,deaths,616893
2021-08-12,deaths_avg7_pc,0.0018478575342065
2021-08-13,cases,36431381
2021-08-13,cases_avg7_pc,0.3875570313336766
2021-08-13,deaths,617971
2021-08-13,deaths_avg7_pc,0.0019488073127458
2021-08-14,cases,36480205
2021-08-14,cases_avg7_pc,0.3906687107734588
2021-08-14,deaths,618206
2021-08-14,deaths_avg7_pc,0.0019639714425693
2021-08-15,cases,36522764
2021-08-15,cases_avg7_pc,0.3938674756445131
2021-08-15,deaths,618379
2021-08-15,deaths_avg7_pc,0.001984334702618
2021-08-16,cases,36781436
2021-08-16,cases_avg7_pc,0.42891394597088217
2021-08-16,deaths,619390
2021-08-16,deaths_avg7_pc,0.0021112801322833
2021-08-17,cases,36925307
2021-08-17,cases_avg7_pc,0.42121793345502984
2021-08-17,deaths,620371
2021-08-17,deaths_avg7_pc,0.0020861510028615
2021-08-18,cases,37089742
2021-08-18,cases_avg7_pc,0.4253222135069732
2021-08-18,deaths,621488
2021-08-18,deaths_avg7_pc,0.00242626077176
2021-08-19,cases,37249046
2021-08-19,cases_avg7_pc,0.43481365899392793
2021-08-19,deaths,623206
2021-08-19,deaths_avg7_pc,0.0027351757593073
2021-08-20,cases,37446902
2021-08-20,cases_avg7_pc,0.43998549378544566
2021-08-20,deaths,624725
2021-08-20,deaths_avg7_pc,0.00292624379508341
2021-08-21,cases,37524323
2021-08-21,cases_avg7_pc,0.4523754543729494
2021-08-21,deaths,625184
2021-08-21,deaths_avg7_pc,0.00302329422595381
2021-08-22,cases,37563880
2021-08-22,cases_avg7_pc,0.45107480529494515
2021-08-22,deaths,625355
2021-08-22,deaths_avg7_pc,0.00302242770424961
2021-08-23,cases,37829094
2021-08-23,cases_avg7_pc,0.4539091977893834
2021-08-23,deaths,626709
2021-08-23,deaths_avg7_pc,0.00317103617651991
2021-08-24,cases,37978858
2021-08-24,cases_avg7_pc,0.4564624039908087
2021-08-24,deaths,628095
2021-08-24,deaths_avg7_pc,0.00334650682162041
2021-08-25,cases,38148731
2021-08-25,cases_avg7_pc,0.45881847650452856
2021-08-25,deaths,629545
2021-08-25,deaths_avg7_pc,0.00349078268536971
2021-08-26,cases,38335209
2021-08-26,cases_avg7_pc,0.470591906899494
2021-08-26,deaths,631750
2021-08-26,deaths_avg7_pc,0.00370178072034241
2021-08-27,cases,38529871
2021-08-27,cases_avg7_pc,0.4692080717378865
2021-08-27,deaths,633504
2021-08-27,deaths_avg7_pc,0.00380359702058591
2021-08-28,cases,38614306
2021-08-28,cases_avg7_pc,0.4722469633545159
2021-08-28,deaths,634052
2021-08-28,deaths_avg7_pc,0.00384215723642281
2021-08-29,cases,38655772
2021-08-29,cases_avg7_pc,0.4730740583211748
2021-08-29,deaths,634329
2021-08-29,deaths_avg7_pc,0.00388808288674541
2021-08-30,cases,38935224
2021-08-30,cases_avg7_pc,0.4792428263333746
2021-08-30,deaths,636048
2021-08-30,deaths_avg7_pc,0.00404622309776191
2021-08-31,cases,39094929
2021-08-31,cases_avg7_pc,0.4835498724641008
2021-08-31,deaths,637453
2021-08-31,deaths_avg7_pc,0.00405445505395181
2021-09-01,cases,39305143
2021-09-01,cases_avg7_pc,0.5010280484986669
2021-09-01,deaths,639370
2021-09-01,deaths_avg7_pc,0.00425678787188251
2021-09-02,cases,39480070
2021-09-02,cases_avg7_pc,0.4960234523960598
2021-09-02,deaths,642297
2021-09-02,deaths_avg7_pc,0.00456960220709871
2021-09-03,cases,39670440
2021-09-03,cases_avg7_pc,0.49416389681884665
2021-09-03,deaths,644261
2021-09-03,deaths_avg7_pc,0.00466058698603971
2021-09-04,cases,39735563
2021-09-04,cases_avg7_pc,0.4857967632430914
2021-09-04,deaths,644778
2021-09-04,deaths_avg7_pc,0.00464715589962461
2021-09-05,cases,39779296
2021-09-05,cases_avg7_pc,0.48677896559480216
2021-09-05,deaths,645143
2021-09-05,deaths_avg7_pc,0.00468528285460941
2021-09-06,cases,39855766
2021-09-06,cases_avg7_pc,0.3988348113138396
2021-09-06,deaths,645654
2021-09-06,deaths_avg7_pc,0.00416190374527261
2021-09-07,cases,40156535
2021-09-07,cases_avg7_pc,0.4599523201544742
2021-09-07,deaths,647868
2021-09-07,deaths_avg7_pc,0.00451241177462151
2021-09-08,cases,40340005
2021-09-08,cases_avg7_pc,0.4483651919259118
2021-09-08,deaths,650047
2021-09-08,deaths_avg7_pc,0.00462592611787171
2021-09-09,cases,40510213
2021-09-09,cases_avg7_pc,0.44632063396485183
2021-09-09,deaths,653261
2021-09-09,deaths_avg7_pc,0.00475027198242441
2021-09-10,cases,40685317
2021-09-10,cases_avg7_pc,0.43970647379669325
2021-09-10,deaths,655656
2021-09-10,deaths_avg7_pc,0.00493700740967951
2021-09-11,cases,40758811
2021-09-11,cases_avg7_pc,0.4433333003896223
2021-09-11,deaths,656336
2021-09-11,deaths_avg7_pc,0.00500762892857181
2021-09-12,cases,40797755
2021-09-12,cases_avg7_pc,0.4412584141689155
2021-09-12,deaths,656631
2021-09-12,deaths_avg7_pc,0.00497730066892481
2021-09-13,cases,41082232
2021-09-13,cases_avg7_pc,0.5313797042316805
2021-09-13,deaths,658339
2021-09-13,deaths_avg7_pc,0.00549591390888851
2021-09-14,cases,41234649
2021-09-14,cases_avg7_pc,0.46710459030094104
2021-09-14,deaths,660968
2021-09-14,deaths_avg7_pc,0.00567571716251002
2021-09-15,cases,41404517
2021-09-15,cases_avg7_pc,0.46121137619067687
2021-09-15,deaths,663533
2021-09-15,deaths_avg7_pc,0.00584295585142062
2021-09-16,cases,41558802
2021-09-16,cases_avg7_pc,0.4543125636426885
2021-09-16,deaths,666939
2021-09-16,deaths_avg7_pc,0.00592614193502382
2021-09-17,cases,41724699
2021-09-17,cases_avg7_pc,0.4503235309774038
2021-09-17,deaths,669500
2021-09-17,deaths_avg7_pc,0.00599806323647242
2021-09-18,cases,41792555
2021-09-18,cases_avg7_pc,0.447880806293264
2021-09-18,deaths,670316
2021-09-18,deaths_avg7_pc,0.00605698671235802
2021-09-19,cases,41832222
2021-09-19,cases_avg7_pc,0.44819405388933226
2021-09-19,deaths,670616
2021-09-19,deaths_avg7_pc,0.00605915301661852
2021-09-20,cases,42039850
2021-09-20,cases_avg7_pc,0.4148983906662992
2021-09-20,deaths,672864
2021-09-20,deaths_avg7_pc,0.00629311387675252
2021-09-21,cases,42169558
2021-09-21,cases_avg7_pc,0.4050594699759603
2021-09-21,deaths,675213
2021-09-21,deaths_avg7_pc,0.00617180083816452
2021-09-22,cases,42316621
2021-09-22,cases_avg7_pc,0.39517895624381977
2021-09-22,deaths,677985
2021-09-22,deaths_avg7_pc,0.00626148583454922
2021-09-23,cases,42444089
2021-09-23,cases_avg7_pc,0.383560199973054
2021-09-23,deaths,681133
2021-09-23,deaths_avg7_pc,0.00614970453470742
2021-09-24,cases,42583675
2021-09-24,cases_avg7_pc,0.3721606736934509
2021-09-24,deaths,683874
2021-09-24,deaths_avg7_pc,0.00622769148808542
2021-09-25,cases,42634946
2021-09-25,cases_avg7_pc,0.3649750424613724
2021-09-25,deaths,684493
2021-09-25,deaths_avg7_pc,0.00614233910022172
2021-09-26,cases,42668956
2021-09-26,cases_avg7_pc,0.3625240858210426
2021-09-26,deaths,684790
2021-09-26,deaths_avg7_pc,0.00614103931766542
2021-09-27,cases,42863184
2021-09-27,cases_avg7_pc,0.3567183904029026
2021-09-27,deaths,687161
2021-09-27,deaths_avg7_pc,0.00619433040247372
2021-09-28,cases,42976492
2021-09-28,cases_avg7_pc,0.3496129124284626
2021-09-28,deaths,689471
2021-09-28,deaths_avg7_pc,0.00617743322924182
2021-09-29,cases,43104711
2021-09-29,cases_avg7_pc,0.3414485449314902
2021-09-29,deaths,691979
2021-09-29,deaths_avg7_pc,0.00606305236428742
2021-09-30,cases,43220229
2021-09-30,cases_avg7_pc,0.3362710777488952
2021-09-30,deaths,694716
2021-09-30,deaths_avg7_pc,0.00588498215407432
2021-10-01,cases,43345717
2021-10-01,cases_avg7_pc,0.33016296625598934
2021-10-01,deaths,697156
2021-10-01,deaths_avg7_pc,0.00575457063759222
2021-10-02,cases,43389793
2021-10-02,cases_avg7_pc,0.32704565442512984
2021-10-02,deaths,697796
2021-10-02,deaths_avg7_pc,0.00576366911548632
2021-10-03,cases,43415426
2021-10-03,cases_avg7_pc,0.32341622826708816
2021-10-03,deaths,698044
2021-10-03,deaths_avg7_pc,0.00574243933373342
2021-10-04,cases,43587667
2021-10-04,cases_avg7_pc,0.3138901219119654
2021-10-04,deaths,700071
2021-10-04,deaths_avg7_pc,0.00559339760061101
2021-10-05,cases,43686208
2021-10-05,cases_avg7_pc,0.30749215890900466
2021-10-05,deaths,702092
2021-10-05,deaths_avg7_pc,0.00546818521435411
2021-10-06,cases,43811669
2021-10-06,cases_avg7_pc,0.30629722547891286
2021-10-06,deaths,704613
2021-10-06,deaths_avg7_pc,0.00547381760543141
2021-10-07,cases,43916680
2021-10-07,cases_avg7_pc,0.30174495370589816
2021-10-07,deaths,707055
2021-10-07,deaths_avg7_pc,0.00534600565406191
2021-10-08,cases,44029330
2021-10-08,cases_avg7_pc,0.2961827508866383
2021-10-08,deaths,709492
2021-10-08,deaths_avg7_pc,0.00534470587150561
2021-10-09,cases,44066547
2021-10-09,cases_avg7_pc,0.29321101470208444
2021-10-09,deaths,710003
2021-10-09,deaths_avg7_pc,0.00528881522158471
2021-10-10,cases,44089586
2021-10-10,cases_avg7_pc,0.29208713605173703
2021-10-10,deaths,710482
2021-10-10,deaths_avg7_pc,0.00538889847841981
2021-10-11,cases,44212740
2021-10-11,cases_avg7_pc,0.27081966060470425
2021-10-11,deaths,711640
2021-10-11,deaths_avg7_pc,0.00501239479794491
2021-10-12,cases,44324118
2021-10-12,cases_avg7_pc,0.27638143016311195
2021-10-12,deaths,714161
2021-10-12,deaths_avg7_pc,0.00522902522399491
2021-10-13,cases,44430336
2021-10-13,cases_avg7_pc,0.2680441915861516
2021-10-13,deaths,716390
2021-10-13,deaths_avg7_pc,0.00510251305518171
2021-10-14,cases,44519129
2021-10-14,cases_avg7_pc,0.2610175670867938
2021-10-14,deaths,718427
2021-10-14,deaths_avg7_pc,0.00492704241008121
2021-10-15,cases,44617360
2021-10-15,cases_avg7_pc,0.2547703788603639
2021-10-15,deaths,720598
2021-10-15,deaths_avg7_pc,0.00481179502342261
2021-10-16,cases,44650793
2021-10-16,cases_avg7_pc,0.25313091979601754
2021-10-16,deaths,720983
2021-10-16,deaths_avg7_pc,0.00475720415605801
2021-10-17,cases,44672805
2021-10-17,cases_avg7_pc,0.2526859609009108
2021-10-17,deaths,721165
2021-10-17,deaths_avg7_pc,0.00462852568298431
2021-10-18,cases,44794461
2021-10-18,cases_avg7_pc,0.252036936144465
2021-10-18,deaths,723033
2021-10-18,deaths_avg7_pc,0.00493614088797531
2021-10-19,cases,44877961
2021-10-19,cases_avg7_pc,0.23995849010962111
2021-10-19,deaths,725165
2021-10-19,deaths_avg7_pc,0.00476760241650841
2021-10-20,cases,44964442
2021-10-20,cases_avg7_pc,0.23140722067172345
2021-10-20,deaths,728167
2021-10-20,deaths_avg7_pc,0.00510251305518171
2021-10-21,cases,45046044
2021-10-21,cases_avg7_pc,0.2282916418842723
2021-10-21,deaths,730041
2021-10-21,deaths_avg7_pc,0.00503189153628941
2021-10-22,cases,45133088
2021-10-22,cases_avg7_pc,0.22344475273182957
2021-10-22,deaths,732171
2021-10-22,deaths_avg7_pc,0.00501412784135331
2021-10-23,cases,45162782
2021-10-23,cases_avg7_pc,0.22182479040582767
2021-10-23,deaths,732619
2021-10-23,deaths_avg7_pc,0.00504142327503561
2021-10-24,cases,45179745
2021-10-24,cases_avg7_pc,0.2196372563635748
2021-10-24,deaths,732766
2021-10-24,deaths_avg7_pc,0.00502625914521211
2021-10-25,cases,45285031
2021-10-25,cases_avg7_pc,0.21254477621469772
2021-10-25,deaths,734177
2021-10-25,deaths_avg7_pc,0.00482825893580241
2021-10-26,cases,45372283
2021-10-26,cases_avg7_pc,0.21417037093177693
2021-10-26,deaths,735908
2021-10-26,deaths_avg7_pc,0.00465452133411031
2021-10-27,cases,45466615
2021-10-27,cases_avg7_pc,0.21757190188161404
2021-10-27,deaths,737917
2021-10-27,deaths_avg7_pc,0.00422429330797501
2021-10-28,cases,45552546
2021-10-28,cases_avg7_pc,0.21944748811035497
2021-10-28,deaths,739694
2021-10-28,deaths_avg7_pc,0.00418226700532131
2021-10-29,cases,45640968
2021-10-29,cases_avg7_pc,0.22004452156454876
2021-10-29,deaths,741710
2021-10-29,deaths_avg7_pc,0.00413287526818191
2021-10-30,cases,45670259
2021-10-30,cases_avg7_pc,0.21986991744115247
2021-10-30,deaths,742031
2021-10-30,deaths_avg7_pc,0.00407785113996521
2021-10-31,cases,45688974
2021-10-31,cases_avg7_pc,0.22062899045403167
2021-10-31,deaths,742186
2021-10-31,deaths_avg7_pc,0.00408131722678201
2021-11-01,cases,45813410
2021-11-01,cases_avg7_pc,0.22892593577174672
2021-11-01,deaths,743333
2021-11-01,deaths_avg7_pc,0.00396693636182761
2021-11-02,cases,45890311
2021-11-02,cases_avg7_pc,0.2244412526916596
2021-11-02,deaths,744849
2021-11-02,deaths_avg7_pc,0.00387378527862611
2021-11-03,cases,45974893
2021-11-03,cases_avg7_pc,0.22021695938368455
2021-11-03,deaths,746723
2021-11-03,deaths_avg7_pc,0.00381529506359261
2021-11-04,cases,46057720
2021-11-04,cases_avg7_pc,0.2188721176987662
2021-11-04,deaths,747839
2021-11-04,deaths_avg7_pc,0.00352890964035451
2021-11-05,cases,46149246
2021-11-05,cases_avg7_pc,0.22021695938368455
2021-11-05,deaths,750160
2021-11-05,deaths_avg7_pc,0.00366105420024501
2021-11-06,cases,46181037
2021-11-06,cases_avg7_pc,0.22130011151393456
2021-11-06,deaths,750557
2021-11-06,deaths_avg7_pc,0.00369398202500461
2021-11-07,cases,46202883
2021-11-07,cases_avg7_pc,0.2226566512418597
2021-11-07,deaths,750688
2021-11-07,deaths_avg7_pc,0.00368358376455421
2021-11-08,cases,46329199
2021-11-08,cases_avg7_pc,0.2234711816438077
2021-11-08,deaths,751907
2021-11-08,deaths_avg7_pc,0.00371477854590541
2021-11-09,cases,46412692
2021-11-09,cases_avg7_pc,0.2263272371808509
2021-11-09,deaths,753616
2021-11-09,deaths_avg7_pc,0.00379839789036071
2021-11-10,cases,46510878
2021-11-10,cases_avg7_pc,0.2322213178128193
2021-11-10,deaths,755248
2021-11-10,deaths_avg7_pc,0.00369354876415251
2021-11-11,cases,46575314
2021-11-11,cases_avg7_pc,0.22425321748184815
2021-11-11,deaths,755965
2021-11-11,deaths_avg7_pc,0.0035206776841646102
2021-11-12,cases,46704474
2021-11-12,cases_avg7_pc,0.24055855638977963
2021-11-12,deaths,758022
2021-11-12,deaths_avg7_pc,0.00340629681921021
2021-11-13,cases,46765612
2021-11-13,cases_avg7_pc,0.2532734626163584
2021-11-13,deaths,758489
2021-11-13,deaths_avg7_pc,0.00343662507885721
2021-11-14,cases,46789078
2021-11-14,cases_avg7_pc,0.25397534519676035
2021-11-14,deaths,758631
2021-11-14,deaths_avg7_pc,0.00344139094823031
2021-11-15,cases,46937565
2021-11-15,cases_avg7_pc,0.2635811715486695
2021-11-15,deaths,759822
2021-11-15,deaths_avg7_pc,0.00342925964437151
2021-11-16,cases,47027948
2021-11-16,cases_avg7_pc,0.26656633881963854
2021-11-16,deaths,761265
2021-11-16,deaths_avg7_pc,0.00331401225771291
2021-11-17,cases,47142098
2021-11-17,cases_avg7_pc,0.27348291506256295
2021-11-17,deaths,762882
2021-11-17,deaths_avg7_pc,0.00330751334493141
2021-11-18,cases,47252142
2021-11-18,cases_avg7_pc,0.2932430760051398
2021-11-18,deaths,766211
2021-11-18,deaths_avg7_pc,0.00443919069061661
2021-11-19,cases,47371559
2021-11-19,cases_avg7_pc,0.28902181552312955
2021-11-19,deaths,768200
2021-11-19,deaths_avg7_pc,0.00440972895267381
2021-11-20,cases,47412398
2021-11-20,cases_avg7_pc,0.2802270534863516
2021-11-20,deaths,768524
2021-11-20,deaths_avg7_pc,0.00434777265082351
2021-11-21,cases,47443628
2021-11-21,cases_avg7_pc,0.28359089074205596
2021-11-21,deaths,768646
2021-11-21,deaths_avg7_pc,0.00433910743378151
2021-11-22,cases,47602440
2021-11-22,cases_avg7_pc,0.28806430903998853
2021-11-22,deaths,769788
2021-11-22,deaths_avg7_pc,0.00431787765202861
2021-11-23,cases,47695142
2021-11-23,cases_avg7_pc,0.2890690409560084
2021-11-23,deaths,771264
2021-11-23,deaths_avg7_pc,0.00433217526014791
2021-11-24,cases,47814778
2021-11-24,cases_avg7_pc,0.291445909990629
2021-11-24,deaths,772898
2021-11-24,deaths_avg7_pc,0.00433954069463361
2021-11-25,cases,47845449
2021-11-25,cases_avg7_pc,0.2570566963768956
2021-11-25,deaths,773275
2021-11-25,deaths_avg7_pc,0.00306055465923441
2021-11-26,cases,47896832
2021-11-26,cases_avg7_pc,0.22758022756512408
2021-11-26,deaths,773819
2021-11-26,deaths_avg7_pc,0.0024344927279499
2021-11-27,cases,47921436
2021-11-27,cases_avg7_pc,0.2205462376312806
2021-11-27,deaths,774009
2021-11-27,deaths_avg7_pc,0.0023764357737685
2021-11-28,cases,47945339
2021-11-28,cases_avg7_pc,0.21737173536794388
2021-11-28,deaths,774129
2021-11-28,deaths_avg7_pc,0.0023755692520643
2021-11-29,cases,48161554
2021-11-29,cases_avg7_pc,0.24224220806104024
2021-11-29,deaths,776003
2021-11-29,deaths_avg7_pc,0.0026927161958015
2021-11-30,cases,48270624
2021-11-30,cases_avg7_pc,0.2493338216882131
2021-11-30,deaths,777560
2021-11-30,deaths_avg7_pc,0.0027278103248216
2021-12-01,cases,48409779
2021-12-01,cases_avg7_pc,0.257790640260353
2021-12-01,deaths,779525
2021-12-01,deaths_avg7_pc,0.00287121966686671
2021-12-02,cases,48548061
2021-12-02,cases_avg7_pc,0.30441427381568625
2021-12-02,deaths,780878
2021-12-02,deaths_avg7_pc,0.00329408225851631
2021-12-03,cases,48701085
2021-12-03,cases_avg7_pc,0.34845134008398254
2021-12-03,deaths,783038
2021-12-03,deaths_avg7_pc,0.00399423179550991
2021-12-04,cases,48759073
2021-12-04,cases_avg7_pc,0.3629153203704889
2021-12-04,deaths,783528
2021-12-04,deaths_avg7_pc,0.00412421005113991
2021-12-05,cases,48793491
2021-12-05,cases_avg7_pc,0.3674710582303205
2021-12-05,deaths,783688
2021-12-05,deaths_avg7_pc,0.00414154048522391
2021-12-06,cases,48990744
2021-12-06,cases_avg7_pc,0.3592555659528002
2021-12-06,deaths,785029
2021-12-06,deaths_avg7_pc,0.00391061245105461
2021-12-07,cases,49104695
2021-12-07,cases_avg7_pc,0.3613703121719003
2021-12-07,deaths,786802
2021-12-07,deaths_avg7_pc,0.00400419679510821
2021-12-08,cases,49253570
2021-12-08,cases_avg7_pc,0.3655816076543124
2021-12-08,deaths,788681
2021-12-08,deaths_avg7_pc,0.00396693636182761
2021-12-09,cases,49376572
2021-12-09,cases_avg7_pc,0.3589613818342244
2021-12-09,deaths,789974
2021-12-09,deaths_avg7_pc,0.00394094071070161
2021-12-10,cases,49541456
2021-12-10,cases_avg7_pc,0.3640998555401304
2021-12-10,deaths,792077
2021-12-10,deaths_avg7_pc,0.00391624484213191
2021-12-11,cases,49592801
2021-12-11,cases_avg7_pc,0.36122170369963
2021-12-11,deaths,792493
2021-12-11,deaths_avg7_pc,0.00388418353907651
2021-12-12,cases,49628629
2021-12-12,cases_avg7_pc,0.36183260150109103
2021-12-12,deaths,792685
2021-12-12,deaths_avg7_pc,0.00389804788634371
2021-12-13,cases,49831488
2021-12-13,cases_avg7_pc,0.3642614618379637
2021-12-13,deaths,793973
2021-12-13,deaths_avg7_pc,0.00387508506118241
2021-12-14,cases,49948054
2021-12-14,cases_avg7_pc,0.3653944389662051
2021-12-14,deaths,795707
